,country,year,"Mortality rate, infant, female (per 1,000 live births)","Mortality rate, infant, male (per 1,000 live births)"
1344,VEN,1979,32.7,40.5
1345,VEN,1978,33.9,42.0
1346,VEN,1977,35.1,43.5
1347,VEN,1976,36.3,44.9
1348,VEN,1975,37.4,46.3
1349,VEN,1974,38.5,47.6
1350,VEN,1973,39.6,49.0
1351,VEN,1972,40.7,50.4
1352,VEN,1971,41.9,51.8
1353,VEN,1970,42.9,53.2
1354,VEN,1969,43.9,54.4
1355,VEN,1968,44.7,55.4
1356,VEN,1967,45.5,56.4
1357,VEN,1966,46.3,57.3
1358,VEN,1965,47.0,58.2
1359,VEN,1964,47.8,59.2
1360,VEN,1963,48.7,60.4
1361,VEN,1962,49.8,61.8
1362,VEN,1961,51.1,63.3
1363,VEN,1960,52.6,65.1
1364,PAN,2021,,
1365,PAN,2020,11.0,13.6
1366,PAN,2019,11.4,14.1
1367,PAN,2018,11.8,14.6
1368,PAN,2017,12.2,15.2
1369,PAN,2016,12.6,15.6
1370,PAN,2015,13.0,16.2
1371,PAN,2014,13.4,16.7
1372,PAN,2013,13.8,17.2
1373,PAN,2012,14.2,17.7
1374,PAN,2011,14.6,18.3
1375,PAN,2010,15.1,18.8
1376,PAN,2009,15.5,19.3
1377,PAN,2008,16.0,19.9
1378,PAN,2007,16.4,20.5
1379,PAN,2006,16.9,21.0
1380,PAN,2005,17.3,21.5
1381,PAN,2004,17.7,22.1
1382,PAN,2003,18.2,22.6
1383,PAN,2002,18.6,23.2
1384,PAN,2001,19.0,23.7
1385,PAN,2000,19.5,24.2
1386,PAN,1999,19.8,24.7
1387,PAN,1998,20.2,25.1
1388,PAN,1997,20.5,25.5
1389,PAN,1996,20.8,25.8
1390,PAN,1995,21.1,26.2
1391,PAN,1994,21.4,26.6
1392,PAN,1993,21.7,27.0
1393,PAN,1992,22.1,27.4
1394,PAN,1991,22.6,28.0
1395,PAN,1990,23.2,28.7
1396,PAN,1989,23.8,29.4
1397,PAN,1988,24.4,30.3
1398,PAN,1987,25.2,31.1
1399,PAN,1986,26.0,32.0
1400,PAN,1985,26.8,33.0
1401,PAN,1984,27.7,34.1
1402,PAN,1983,28.7,35.2
1403,PAN,1982,29.6,36.3
1404,PAN,1981,30.6,37.5
1405,PAN,1980,31.6,38.6
1406,PAN,1979,32.5,39.7
1407,PAN,1978,33.5,40.9
1408,PAN,1977,34.5,42.1
1409,PAN,1976,35.7,43.5
1410,PAN,1975,37.0,45.0
1411,PAN,1974,38.5,46.7
1412,PAN,1973,40.2,48.6
1413,PAN,1972,42.0,50.7
1414,PAN,1971,43.9,52.8
1415,PAN,1970,45.7,54.7
1416,PAN,1969,47.3,56.6
1417,PAN,1968,48.9,58.3
1418,PAN,1967,50.3,59.9
1419,PAN,1966,51.8,61.5
1420,PAN,1965,53.1,63.1
1421,PAN,1964,54.6,64.7
1422,PAN,1963,56.1,66.5
1423,PAN,1962,57.6,68.3
1424,PAN,1961,59.3,70.2
1425,PAN,1960,60.9,72.0
1426,URY,2021,,
1427,URY,2020,4.8,5.9
1428,URY,2019,5.1,6.4
1429,URY,2018,5.6,6.9
1430,URY,2017,6.0,7.5
1431,URY,2016,6.4,8.0
1432,URY,2015,6.7,8.5
1433,URY,2014,7.1,8.9
1434,URY,2013,7.3,9.3
1435,URY,2012,7.6,9.6
1436,URY,2011,7.9,9.9
1437,URY,2010,8.2,10.3
1438,URY,2009,8.6,10.8
1439,URY,2008,9.1,11.4
1440,URY,2007,9.7,12.2
1441,URY,2006,10.3,13.0
1442,URY,2005,11.0,13.9
1443,URY,2004,11.6,14.7
1444,URY,2003,12.0,15.3
1445,URY,2002,12.4,15.7
1446,URY,2001,12.6,16.1
1447,URY,2000,13.0,16.6
1448,URY,1999,13.4,17.1
1449,URY,1998,13.9,17.9
1450,URY,1997,14.6,18.7
1451,URY,1996,15.1,19.5
1452,URY,1995,15.6,20.1
1453,URY,1994,16.0,20.6
1454,URY,1993,16.4,20.9
1455,URY,1992,16.7,21.2
1456,URY,1991,17.2,21.7
1457,URY,1990,17.7,22.4
1458,URY,1989,18.5,23.3
1459,URY,1988,19.3,24.5
1460,URY,1987,20.4,25.7
1461,URY,1986,21.3,26.9
1462,URY,1985,22.1,27.9
1463,URY,1984,23.0,29.0
1464,URY,1983,24.1,30.3
1465,URY,1982,25.7,32.3
1466,URY,1981,28.0,35.0
1467,URY,1980,31.2,38.7
1468,URY,1979,34.8,42.9
1469,URY,1978,38.4,47.1
1470,URY,1977,41.5,50.5
1471,URY,1976,43.2,53.0
1472,URY,1975,43.7,53.9
1473,URY,1974,43.2,53.8
1474,URY,1973,42.5,53.1
1475,URY,1972,41.8,52.4
1476,URY,1971,41.6,52.4
1477,URY,1970,42.2,53.4
1478,URY,1969,43.1,54.6
1479,URY,1968,44.0,55.6
1480,URY,1967,44.7,56.2
1481,URY,1966,45.1,56.7
1482,URY,1965,45.3,57.3
1483,URY,1964,45.7,57.8
1484,URY,1963,46.6,58.8
1485,URY,1962,47.9,60.0
1486,URY,1961,49.3,61.3
1487,URY,1960,50.6,62.3
1488,USA,2021,,
1489,USA,2020,4.9,5.9
1490,USA,2019,5.0,6.0
1491,USA,2018,5.0,6.1
1492,USA,2017,5.1,6.2
1493,USA,2016,5.2,6.2
1494,USA,2015,5.3,6.3
1495,USA,2014,5.3,6.4
1496,USA,2013,5.4,6.5
1497,USA,2012,5.5,6.6
1498,USA,2011,5.6,6.7
1499,USA,2010,5.7,6.8
1500,USA,2009,5.7,7.0
1501,USA,2008,5.8,7.1
1502,USA,2007,5.9,7.2
1503,USA,2006,6.0,7.3
1504,USA,2005,6.0,7.4
1505,USA,2004,6.1,7.5
1506,USA,2003,6.1,7.6
1507,USA,2002,6.2,7.6
1508,USA,2001,6.3,7.7
1509,USA,2000,6.4,7.8
1510,USA,1999,6.5,7.9
1511,USA,1998,6.6,8.0
1512,USA,1997,6.7,8.2
1513,USA,1996,6.9,8.4
1514,USA,1995,7.1,8.7
1515,USA,1994,7.3,9.0
1516,USA,1993,7.6,9.4
1517,USA,1992,7.8,9.7
1518,USA,1991,8.0,10.1
1519,USA,1990,8.3,10.4
1520,USA,1989,8.6,10.7
1521,USA,1988,8.8,11.0
1522,USA,1987,9.0,11.3
1523,USA,1986,9.2,11.6
1524,USA,1985,9.4,11.9
1525,USA,1984,9.7,12.1
1526,USA,1983,10.0,12.4
1527,USA,1982,10.3,12.9
1528,USA,1981,10.8,13.4
1529,USA,1980,11.2,14.0
1530,USA,1979,11.7,14.6
1531,USA,1978,12.2,15.3
1532,USA,1977,12.8,16.1
1533,USA,1976,13.4,16.8
1534,USA,1975,14.0,17.7
1535,USA,1974,14.6,18.7
1536,USA,1973,15.3,19.6
1537,USA,1972,15.9,20.6
1538,USA,1971,16.6,21.4
1539,USA,1970,17.3,22.3
1540,USA,1969,17.9,23.2
1541,USA,1968,18.5,24.0
1542,USA,1967,19.1,24.8
1543,USA,1966,19.7,25.5
1544,USA,1965,20.2,26.1
1545,USA,1964,20.8,26.8
1546,USA,1963,21.1,27.5
1547,USA,1962,21.6,28.1
1548,USA,1961,22.0,28.6
1549,USA,1960,22.4,29.2
1550,ECU,2021,,
1551,ECU,2020,9.8,12.4
1552,ECU,2019,10.1,12.9
1553,ECU,2018,10.5,13.4
1554,ECU,2017,10.8,13.8
1555,ECU,2016,11.2,14.3
1556,ECU,2015,11.6,14.8
1557,ECU,2014,12.0,15.4
1558,ECU,2013,12.5,16.0
1559,ECU,2012,13.0,16.7
1560,ECU,2011,13.5,17.5
1561,ECU,2010,14.1,18.3
1562,ECU,2009,14.8,19.1
1563,ECU,2008,15.4,19.9
1564,ECU,2007,16.0,20.8
1565,ECU,2006,16.6,21.6
1566,ECU,2005,17.3,22.4
1567,ECU,2004,17.9,23.2
1568,ECU,2003,18.6,24.2
1569,ECU,2002,19.4,25.2
1570,ECU,2001,20.3,26.4
1571,ECU,2000,21.4,27.7
1572,ECU,1999,22.6,29.3
1573,ECU,1998,23.9,31.0
1574,ECU,1997,25.4,32.9
1575,ECU,1996,27.0,34.9
1576,ECU,1995,28.7,37.0
1577,ECU,1994,30.4,39.2
1578,ECU,1993,32.1,41.3
1579,ECU,1992,33.8,43.3
1580,ECU,1991,35.4,45.3
1581,ECU,1990,37.0,47.3
1582,ECU,1989,38.7,49.3
1583,ECU,1988,40.4,51.3
1584,ECU,1987,42.2,53.5
1585,ECU,1986,44.2,55.9
1586,ECU,1985,46.4,58.5
1587,ECU,1984,48.7,61.3
1588,ECU,1983,51.2,64.2
1589,ECU,1982,53.9,67.4
1590,ECU,1981,56.5,70.5
1591,ECU,1980,59.1,73.5
1592,ECU,1979,61.7,76.6
1593,ECU,1978,64.3,79.7
1594,ECU,1977,66.9,82.9
1595,ECU,1976,69.7,86.3
1596,ECU,1975,72.7,90.0
1597,ECU,1974,75.8,93.6
1598,ECU,1973,78.7,97.0
1599,ECU,1972,81.3,100.0
1600,ECU,1971,83.6,102.7
1601,ECU,1970,85.5,104.9
1602,ECU,1969,87.1,106.9
1603,ECU,1968,88.8,108.7
1604,ECU,1967,90.6,110.5
1605,ECU,1966,92.4,112.6
1606,ECU,1965,94.4,114.8
1607,ECU,1964,96.7,117.3
1608,ECU,1963,99.2,120.0
1609,ECU,1962,101.9,122.9
1610,ECU,1961,104.8,125.8
1611,ECU,1960,107.8,129.2
1612,MEX,2021,,
1613,MEX,2020,10.6,12.9
1614,MEX,2019,10.9,13.4
1615,MEX,2018,11.3,13.8
1616,MEX,2017,11.7,14.3
1617,MEX,2016,12.1,14.8
1618,MEX,2015,12.5,15.3
1619,MEX,2014,12.9,15.9
1620,MEX,2013,13.3,16.4
1621,MEX,2012,13.8,16.9
1622,MEX,2011,14.3,17.4
1623,MEX,2010,14.7,18.0
1624,MEX,2009,15.2,18.7
1625,MEX,2008,15.7,19.3
1626,MEX,2007,16.2,20.0
1627,MEX,2006,16.8,20.7
1628,MEX,2005,17.4,21.5
1629,MEX,2004,18.0,22.3
1630,MEX,2003,18.8,23.2
1631,MEX,2002,19.5,24.1
1632,MEX,2001,20.3,25.1
1633,MEX,2000,21.2,26.2
1634,MEX,1999,22.2,27.3
1635,MEX,1998,23.2,28.5
1636,MEX,1997,24.2,29.7
1637,MEX,1996,25.3,31.0
1638,MEX,1995,26.5,32.3
1639,MEX,1994,27.6,33.6
1640,MEX,1993,28.8,35.1
1641,MEX,1992,30.1,36.5
1642,MEX,1991,31.4,38.1
1643,MEX,1990,32.7,39.7
1644,MEX,1989,34.2,41.3
1645,MEX,1988,35.6,43.0
1646,MEX,1987,37.1,44.8
1647,MEX,1986,38.6,46.5
1648,MEX,1985,40.2,48.4
1649,MEX,1984,41.9,50.3
1650,MEX,1983,43.6,52.3
1651,MEX,1982,45.4,54.4
1652,MEX,1981,47.2,56.5
1653,MEX,1980,49.1,58.6
1654,MEX,1979,51.0,60.8
1655,MEX,1978,52.9,63.1
1656,MEX,1977,54.8,65.4
1657,MEX,1976,56.8,67.7
1658,MEX,1975,58.8,70.0
1659,MEX,1974,60.9,72.4
1660,MEX,1973,63.0,74.8
1661,MEX,1972,65.2,77.3
1662,MEX,1971,67.5,79.8
1663,MEX,1970,69.8,82.4
1664,MEX,1969,72.2,85.0
1665,MEX,1968,74.6,87.8
1666,MEX,1967,77.0,90.6
1667,MEX,1966,79.6,93.5
1668,MEX,1965,82.2,96.5
1669,MEX,1964,85.0,99.7
1670,MEX,1963,88.0,103.2
1671,MEX,1962,91.3,106.8
1672,MEX,1961,94.9,110.6
1673,MEX,1960,98.6,114.7
1674,CHL,2021,,
1675,CHL,2020,5.3,6.3
1676,CHL,2019,5.5,6.5
1677,CHL,2018,5.6,6.7
1678,CHL,2017,5.8,6.9
1679,CHL,2016,6.0,7.1
1680,CHL,2015,6.1,7.3
1681,CHL,2014,6.3,7.5
1682,CHL,2013,6.4,7.6
1683,CHL,2012,6.6,7.8
1684,CHL,2011,6.7,7.9
1685,CHL,2010,6.8,8.0
1686,CHL,2009,6.8,8.2
1687,CHL,2008,6.9,8.2
1688,CHL,2007,6.8,8.3
1689,CHL,2006,6.9,8.3
1690,CHL,2005,7.0,8.5
1691,CHL,2004,7.1,8.6
1692,CHL,2003,7.3,8.8
1693,CHL,2002,7.5,9.1
1694,CHL,2001,7.9,9.5
1695,CHL,2000,8.4,10.1
1696,CHL,1999,8.8,10.7
1697,CHL,1998,9.2,11.1
1698,CHL,1997,9.4,11.3
1699,CHL,1996,9.6,11.6
1700,CHL,1995,10.1,12.1
1701,CHL,1994,10.7,12.8
1702,CHL,1993,11.5,13.8
1703,CHL,1992,12.4,15.0
1704,CHL,1991,13.5,16.3
1705,CHL,1990,14.5,17.7
1706,CHL,1989,15.5,18.9
1707,CHL,1988,16.2,19.8
1708,CHL,1987,16.6,20.3
1709,CHL,1986,16.8,20.6
1710,CHL,1985,17.0,20.7
1711,CHL,1984,17.4,21.3
1712,CHL,1983,18.6,22.8
1713,CHL,1982,20.5,25.0
1714,CHL,1981,22.7,27.6
1715,CHL,1980,24.9,30.5
1716,CHL,1979,27.6,34.0
1717,CHL,1978,31.5,38.9
1718,CHL,1977,36.9,44.9
1719,CHL,1976,43.1,51.8
1720,CHL,1975,48.9,59.0
1721,CHL,1974,54.2,64.9
1722,CHL,1973,57.7,68.8
1723,CHL,1972,59.7,70.5
1724,CHL,1971,60.9,71.0
1725,CHL,1970,61.5,72.1
1726,CHL,1969,63.4,73.9
1727,CHL,1968,66.7,78.2
1728,CHL,1967,72.3,84.8
1729,CHL,1966,79.9,93.5
1730,CHL,1965,89.2,103.5
1731,CHL,1964,98.3,113.4
1732,CHL,1963,105.0,121.3
1733,CHL,1962,109.6,127.0
1734,CHL,1961,114.9,132.4
1735,CHL,1960,121.7,139.8
1736,CAN,2021,,
1737,CAN,2020,4.0,4.7
1738,CAN,2019,4.1,4.8
1739,CAN,2018,4.2,4.8
1740,CAN,2017,4.2,4.9
1741,CAN,2016,4.3,4.9
1742,CAN,2015,4.3,5.0
1743,CAN,2014,4.4,5.1
1744,CAN,2013,4.4,5.1
1745,CAN,2012,4.5,5.2
1746,CAN,2011,4.5,5.3
1747,CAN,2010,4.6,5.3
1748,CAN,2009,4.6,5.4
1749,CAN,2008,4.7,5.5
1750,CAN,2007,4.7,5.5
1751,CAN,2006,4.8,5.6
1752,CAN,2005,4.8,5.6
1753,CAN,2004,4.8,5.7
1754,CAN,2003,4.8,5.7
1755,CAN,2002,4.8,5.7
1756,CAN,2001,4.8,5.7
1757,CAN,2000,4.8,5.7
1758,CAN,1999,4.8,5.8
1759,CAN,1998,4.9,5.9
1760,CAN,1997,4.9,6.0
1761,CAN,1996,5.1,6.2
1762,CAN,1995,5.2,6.3
1763,CAN,1994,5.3,6.6
1764,CAN,1993,5.5,6.8
1765,CAN,1992,5.7,7.0
1766,CAN,1991,5.9,7.3
1767,CAN,1990,6.0,7.5
1768,CAN,1989,6.2,7.8
1769,CAN,1988,6.4,8.1
1770,CAN,1987,6.6,8.4
1771,CAN,1986,6.8,8.6
1772,CAN,1985,7.1,8.9
1773,CAN,1984,7.4,9.2
1774,CAN,1983,7.7,9.7
1775,CAN,1982,8.1,10.2
1776,CAN,1981,8.6,10.8
1777,CAN,1980,9.1,11.5
1778,CAN,1979,9.7,12.3
1779,CAN,1978,10.4,13.0
1780,CAN,1977,11.1,13.9
1781,CAN,1976,11.8,14.8
1782,CAN,1975,12.5,15.7
1783,CAN,1974,13.2,16.7
1784,CAN,1973,13.9,17.7
1785,CAN,1972,14.7,18.7
1786,CAN,1971,15.4,19.8
1787,CAN,1970,16.2,20.7
1788,CAN,1969,17.0,21.7
1789,CAN,1968,17.9,22.6
1790,CAN,1967,18.7,23.5
1791,CAN,1966,19.4,24.6
1792,CAN,1965,20.2,25.7
1793,CAN,1964,21.0,26.9
1794,CAN,1963,21.9,28.0
1795,CAN,1962,22.8,29.0
1796,CAN,1961,23.5,30.1
1797,CAN,1960,24.2,31.2
1798,COL,2021,,
1799,COL,2020,10.1,12.6
1800,COL,2019,10.4,13.0
1801,COL,2018,10.7,13.4
1802,COL,2017,11.1,13.9
1803,COL,2016,11.4,14.4
1804,COL,2015,11.8,14.8
1805,COL,2014,12.2,15.3
1806,COL,2013,12.6,15.8
1807,COL,2012,13.0,16.4
1808,COL,2011,13.4,16.9
1809,COL,2010,13.9,17.5
1810,COL,2009,14.3,18.0
1811,COL,2008,14.8,18.6
1812,COL,2007,15.2,19.2
1813,COL,2006,15.7,19.8
1814,COL,2005,16.1,20.4
1815,COL,2004,16.6,21.0
1816,COL,2003,17.0,21.7
1817,COL,2002,17.5,22.3
1818,COL,2001,18.0,23.0
1819,COL,2000,18.5,23.7
1820,COL,1999,19.1,24.4
1821,COL,1998,19.7,25.2
1822,COL,1997,20.4,26.1
1823,COL,1996,21.1,27.0
1824,COL,1995,21.8,27.9
1825,COL,1994,22.6,28.8
1826,COL,1993,23.3,29.7
1827,COL,1992,24.1,30.7
1828,COL,1991,24.9,31.6
1829,COL,1990,25.7,32.6
1830,COL,1989,26.5,33.5
1831,COL,1988,27.4,34.6
1832,COL,1987,28.5,35.8
1833,COL,1986,29.6,37.2
1834,COL,1985,30.9,38.8
1835,COL,1984,32.4,40.7
1836,COL,1983,34.0,42.8
1837,COL,1982,35.8,45.0
1838,COL,1981,37.9,47.5
1839,COL,1980,40.0,50.0
1840,COL,1979,42.3,52.7
1841,COL,1978,44.7,55.5
1842,COL,1977,47.1,58.3
1843,COL,1976,49.6,61.1
1844,COL,1975,52.0,63.9
1845,COL,1974,54.5,66.6
1846,COL,1973,56.9,69.3
1847,COL,1972,59.2,71.9
1848,COL,1971,61.4,74.3
1849,COL,1970,63.6,76.8
1850,COL,1969,65.8,79.1
1851,COL,1968,67.9,81.5
1852,COL,1967,70.0,83.8
1853,COL,1966,72.0,86.1
1854,COL,1965,74.1,88.4
1855,COL,1964,76.2,90.7
1856,COL,1963,78.5,93.2
1857,COL,1962,80.8,95.9
1858,COL,1961,83.3,98.6
1859,COL,1960,85.9,101.4
1860,BRA,2021,,
1861,BRA,2020,11.6,14.6
1862,BRA,2019,11.7,14.9
1863,BRA,2018,11.9,15.1
1864,BRA,2017,12.1,15.3
1865,BRA,2016,13.3,16.6
1866,BRA,2015,12.5,15.9
1867,BRA,2014,12.8,16.3
1868,BRA,2013,13.1,16.7
1869,BRA,2012,13.5,17.2
1870,BRA,2011,14.0,17.8
1871,BRA,2010,14.6,18.6
1872,BRA,2009,15.3,19.5
1873,BRA,2008,16.1,20.6
1874,BRA,2007,17.1,21.7
1875,BRA,2006,18.1,23.1
1876,BRA,2005,19.3,24.6
1877,BRA,2004,20.6,26.3
1878,BRA,2003,22.0,28.0
1879,BRA,2002,23.6,29.8
1880,BRA,2001,25.1,31.8
1881,BRA,2000,26.8,33.8
1882,BRA,1999,28.5,35.9
1883,BRA,1998,30.3,38.1
1884,BRA,1997,32.3,40.5
1885,BRA,1996,34.3,42.9
1886,BRA,1995,36.4,45.5
1887,BRA,1994,38.7,48.1
1888,BRA,1993,40.9,50.8
1889,BRA,1992,43.0,53.4
1890,BRA,1991,45.1,55.8
1891,BRA,1990,47.0,58.0
1892,BRA,1989,48.9,60.2
1893,BRA,1988,50.7,62.2
1894,BRA,1987,52.4,64.4
1895,BRA,1986,54.3,66.7
1896,BRA,1985,56.2,69.1
1897,BRA,1984,58.3,71.8
1898,BRA,1983,60.6,74.5
1899,BRA,1982,63.1,77.6
1900,BRA,1981,65.7,81.0
1901,BRA,1980,68.4,84.4
1902,BRA,1979,71.0,87.8
1903,BRA,1978,73.6,91.2
1904,BRA,1977,76.0,94.2
1905,BRA,1976,78.3,97.2
1906,BRA,1975,80.4,99.9
1907,BRA,1974,82.4,102.6
1908,BRA,1973,84.5,105.3
1909,BRA,1972,86.6,107.8
1910,BRA,1971,88.8,110.5
1911,BRA,1970,90.9,113.1
1912,BRA,1969,93.0,115.6
1913,BRA,1968,95.0,118.1
1914,BRA,1967,97.0,120.4
1915,BRA,1966,99.1,122.6
1916,BRA,1965,101.3,125.0
1917,BRA,1964,103.6,127.6
1918,BRA,1963,106.2,130.4
1919,BRA,1962,109.0,133.5
1920,BRA,1961,112.0,136.7
1921,BRA,1960,115.0,140.0
1922,ARG,2021,,
1923,ARG,2020,6.6,8.6
1924,ARG,2019,7.0,9.2
1925,ARG,2018,7.5,9.7
1926,ARG,2017,8.1,10.2
1927,ARG,2016,8.6,10.7
1928,ARG,2015,9.2,11.3
1929,ARG,2014,9.7,11.8
1930,ARG,2013,10.2,12.4
1931,ARG,2012,10.7,13.0
1932,ARG,2011,11.1,13.6
1933,ARG,2010,11.5,14.2
1934,ARG,2009,11.9,14.7
1935,ARG,2008,12.2,15.1
1936,ARG,2007,12.5,15.5
1937,ARG,2006,12.8,15.9
1938,ARG,2005,13.1,16.3
1939,ARG,2004,13.6,16.8
1940,ARG,2003,14.2,17.4
1941,ARG,2002,14.7,18.0
1942,ARG,2001,15.1,18.7
1943,ARG,2000,15.6,19.4
1944,ARG,1999,16.1,20.1
1945,ARG,1998,16.7,21.0
1946,ARG,1997,17.5,21.8
1947,ARG,1996,18.2,22.8
1948,ARG,1995,19.0,23.7
1949,ARG,1994,19.9,24.8
1950,ARG,1993,20.8,25.7
1951,ARG,1992,21.6,26.6
1952,ARG,1991,22.1,27.5
1953,ARG,1990,22.5,28.0
1954,ARG,1989,22.6,28.3
1955,ARG,1988,22.5,28.4
1956,ARG,1987,22.8,28.5
1957,ARG,1986,23.2,28.9
1958,ARG,1985,23.9,29.8
1959,ARG,1984,25.1,31.2
1960,ARG,1983,26.4,33.3
1961,ARG,1982,28.3,35.3
1962,ARG,1981,30.5,37.7
1963,ARG,1980,32.9,40.7
1964,ARG,1979,36.1,44.0
1965,ARG,1978,39.7,47.4
1966,ARG,1977,43.0,50.9
1967,ARG,1976,46.0,54.1
1968,ARG,1975,48.6,56.7
1969,ARG,1974,50.7,58.8
1970,ARG,1973,52.3,60.3
1971,ARG,1972,53.5,61.3
1972,ARG,1971,54.4,62.0
1973,ARG,1970,55.2,62.5
1974,ARG,1969,55.7,63.1
1975,ARG,1968,,
1976,ARG,1967,,
1977,ARG,1966,,
1978,ARG,1965,,
1979,ARG,1964,,
1980,ARG,1963,,
1981,ARG,1962,,
1982,ARG,1961,,
1983,ARG,1960,,
